6,10,FALSE,kamakura,weekday
6,22,FALSE,kamakura,weekday
6,39,FALSE,kamakura,weekday
6,44,FALSE,kamakura,weekday
6,56,FALSE,kamakura,weekday
7,4,FALSE,kamakura,weekday
7,8,FALSE,kamakura,weekday
7,16,FALSE,kamakura,weekday
7,20,FALSE,kamakura,weekday
7,28,FALSE,kamakura,weekday
7,32,FALSE,kamakura,weekday
7,40,FALSE,kamakura,weekday
7,44,FALSE,kamakura,weekday
7,52,FALSE,kamakura,weekday
7,56,FALSE,kamakura,weekday
8,4,FALSE,kamakura,weekday
8,8,FALSE,kamakura,weekday
8,16,FALSE,kamakura,weekday
8,20,FALSE,kamakura,weekday
8,28,FALSE,kamakura,weekday
8,32,FALSE,kamakura,weekday
8,45,FALSE,kamakura,weekday
8,59,FALSE,kamakura,weekday
9,14,FALSE,kamakura,weekday
9,32,FALSE,kamakura,weekday
9,52,FALSE,kamakura,weekday
10,4,TRUE,kamakura,weekday
10,12,FALSE,kamakura,weekday
10,32,FALSE,kamakura,weekday
10,44,TRUE,kamakura,weekday
10,52,FALSE,kamakura,weekday
11,12,FALSE,kamakura,weekday
11,24,TRUE,kamakura,weekday
11,32,FALSE,kamakura,weekday
11,52,FALSE,kamakura,weekday
12,4,TRUE,kamakura,weekday
12,12,FALSE,kamakura,weekday
12,32,FALSE,kamakura,weekday
12,44,TRUE,kamakura,weekday
12,52,FALSE,kamakura,weekday
13,12,FALSE,kamakura,weekday
13,24,TRUE,kamakura,weekday
13,32,FALSE,kamakura,weekday
13,52,FALSE,kamakura,weekday
14,4,TRUE,kamakura,weekday
14,12,FALSE,kamakura,weekday
14,32,FALSE,kamakura,weekday
14,44,TRUE,kamakura,weekday
14,52,FALSE,kamakura,weekday
15,12,FALSE,kamakura,weekday
15,24,TRUE,kamakura,weekday
15,32,FALSE,kamakura,weekday
15,44,TRUE,kamakura,weekday
15,52,FALSE,kamakura,weekday
16,4,TRUE,kamakura,weekday
16,12,FALSE,kamakura,weekday
16,32,FALSE,kamakura,weekday
16,39,TRUE,kamakura,weekday
16,52,FALSE,kamakura,weekday
17,7,FALSE,kamakura,weekday
17,9,TRUE,kamakura,weekday
17,19,FALSE,kamakura,weekday
17,34,FALSE,kamakura,weekday
17,39,TRUE,kamakura,weekday
17,49,FALSE,kamakura,weekday
17,54,TRUE,kamakura,weekday
18,4,FALSE,kamakura,weekday
18,9,TRUE,kamakura,weekday
18,19,FALSE,kamakura,weekday
18,24,TRUE,kamakura,weekday
18,34,FALSE,kamakura,weekday
18,39,TRUE,kamakura,weekday
18,49,FALSE,kamakura,weekday
18,54,TRUE,kamakura,weekday
19,4,FALSE,kamakura,weekday
19,9,TRUE,kamakura,weekday
19,19,FALSE,kamakura,weekday
19,24,TRUE,kamakura,weekday
19,34,FALSE,kamakura,weekday
19,49,FALSE,kamakura,weekday
19,54,TRUE,kamakura,weekday
20,4,FALSE,kamakura,weekday
20,9,TRUE,kamakura,weekday
20,19,FALSE,kamakura,weekday
20,34,FALSE,kamakura,weekday
20,39,TRUE,kamakura,weekday
20,49,FALSE,kamakura,weekday
21,4,FALSE,kamakura,weekday
21,9,TRUE,kamakura,weekday
21,19,FALSE,kamakura,weekday
21,29,TRUE,kamakura,weekday
21,34,FALSE,kamakura,weekday
21,49,TRUE,kamakura,weekday
21,54,FALSE,kamakura,weekday
22,14,FALSE,kamakura,weekday
22,14,TRUE,kamakura,weekday
22,32,FALSE,kamakura,weekday
22,33,TRUE,kamakura,weekday
23,2,FALSE,kamakura,weekday
23,24,FALSE,kamakura,weekday
23,54,FALSE,kamakura,weekday
